author,title,funding,citations,date,link
"Fong, SM",Elephant search algorithm applied to data clustering,"'Nature-Inspired Computing and Metaheuristics Algorithms for Optimizing Data Mining Performance' from the University of Macau; 'Temporal Data Stream Mining by Using Incrementally Optimized Very Fast Decision Forest (iOVFDF)' by University of Macau; 'A Scalable Data Stream Mining Methodology: Stream-based Holistic Analytics and Reasoning in Parallel', from FDCT, Macau SAR government",11,2018,http://dx.doi.org/10.1007/s00500-018-3076-2
"Wong, R",Elephant search algorithm applied to data clustering,"'Nature-Inspired Computing and Metaheuristics Algorithms for Optimizing Data Mining Performance' from the University of Macau; 'Temporal Data Stream Mining by Using Incrementally Optimized Very Fast Decision Forest (iOVFDF)' by University of Macau; 'A Scalable Data Stream Mining Methodology: Stream-based Holistic Analytics and Reasoning in Parallel', from FDCT, Macau SAR government",11,2018,http://dx.doi.org/10.1007/s00500-018-3076-2
"Millham, R",Elephant search algorithm applied to data clustering,"'Nature-Inspired Computing and Metaheuristics Algorithms for Optimizing Data Mining Performance' from the University of Macau; 'Temporal Data Stream Mining by Using Incrementally Optimized Very Fast Decision Forest (iOVFDF)' by University of Macau; 'A Scalable Data Stream Mining Methodology: Stream-based Holistic Analytics and Reasoning in Parallel', from FDCT, Macau SAR government",11,2018,http://dx.doi.org/10.1007/s00500-018-3076-2
"Wong, KKL",Elephant search algorithm applied to data clustering,"'Nature-Inspired Computing and Metaheuristics Algorithms for Optimizing Data Mining Performance' from the University of Macau; 'Temporal Data Stream Mining by Using Incrementally Optimized Very Fast Decision Forest (iOVFDF)' by University of Macau; 'A Scalable Data Stream Mining Methodology: Stream-based Holistic Analytics and Reasoning in Parallel', from FDCT, Macau SAR government",11,2018,http://dx.doi.org/10.1007/s00500-018-3076-2
"Boulkaibet, I",A new T-S fuzzy model predictive control for nonlinear processes,,58,2017,http://dx.doi.org/10.1016/j.eswa.2017.06.039
"Belarbi, K",A new T-S fuzzy model predictive control for nonlinear processes,,58,2017,http://dx.doi.org/10.1016/j.eswa.2017.06.039
"Bououden, S",A new T-S fuzzy model predictive control for nonlinear processes,,58,2017,http://dx.doi.org/10.1016/j.eswa.2017.06.039
"Marwala, T",A new T-S fuzzy model predictive control for nonlinear processes,,58,2017,http://dx.doi.org/10.1016/j.eswa.2017.06.039
"Chadli, M",A new T-S fuzzy model predictive control for nonlinear processes,,58,2017,http://dx.doi.org/10.1016/j.eswa.2017.06.039
"Omisore, OM",Deeply-learnt damped least-squares (DL-DLS) method for inverse kinematics of snake-like robots,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Guangdong Innovation Research Team Funds for Image-Guided Therapy; CAS-TWAS President's Fellowship,18,2018,http://dx.doi.org/10.1016/j.neunet.2018.06.018
"Han, SP",Deeply-learnt damped least-squares (DL-DLS) method for inverse kinematics of snake-like robots,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Guangdong Innovation Research Team Funds for Image-Guided Therapy; CAS-TWAS President's Fellowship,18,2018,http://dx.doi.org/10.1016/j.neunet.2018.06.018
"Ren, LX",Deeply-learnt damped least-squares (DL-DLS) method for inverse kinematics of snake-like robots,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Guangdong Innovation Research Team Funds for Image-Guided Therapy; CAS-TWAS President's Fellowship,18,2018,http://dx.doi.org/10.1016/j.neunet.2018.06.018
"Elazab, A",Deeply-learnt damped least-squares (DL-DLS) method for inverse kinematics of snake-like robots,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Guangdong Innovation Research Team Funds for Image-Guided Therapy; CAS-TWAS President's Fellowship,18,2018,http://dx.doi.org/10.1016/j.neunet.2018.06.018
"Hui, L",Deeply-learnt damped least-squares (DL-DLS) method for inverse kinematics of snake-like robots,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Guangdong Innovation Research Team Funds for Image-Guided Therapy; CAS-TWAS President's Fellowship,18,2018,http://dx.doi.org/10.1016/j.neunet.2018.06.018
"Abdelhamid, T",Deeply-learnt damped least-squares (DL-DLS) method for inverse kinematics of snake-like robots,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Guangdong Innovation Research Team Funds for Image-Guided Therapy; CAS-TWAS President's Fellowship,18,2018,http://dx.doi.org/10.1016/j.neunet.2018.06.018
"Azeez, NA",Deeply-learnt damped least-squares (DL-DLS) method for inverse kinematics of snake-like robots,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Guangdong Innovation Research Team Funds for Image-Guided Therapy; CAS-TWAS President's Fellowship,18,2018,http://dx.doi.org/10.1016/j.neunet.2018.06.018
"Wang, L",Deeply-learnt damped least-squares (DL-DLS) method for inverse kinematics of snake-like robots,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Guangdong Innovation Research Team Funds for Image-Guided Therapy; CAS-TWAS President's Fellowship,18,2018,http://dx.doi.org/10.1016/j.neunet.2018.06.018
"Agbehadji, IE",Integration of Kestrel-based search algorithm with artificial neural network for feature subset selection,,9,2019,http://dx.doi.org/10.1504/IJBIC.2019.100151
"Millham, RC",Integration of Kestrel-based search algorithm with artificial neural network for feature subset selection,,9,2019,http://dx.doi.org/10.1504/IJBIC.2019.100151
"Fong, SJ",Integration of Kestrel-based search algorithm with artificial neural network for feature subset selection,,9,2019,http://dx.doi.org/10.1504/IJBIC.2019.100151
"Yang, HJ",Integration of Kestrel-based search algorithm with artificial neural network for feature subset selection,,9,2019,http://dx.doi.org/10.1504/IJBIC.2019.100151
"Pimenov, DY",Artificial intelligence systems for tool condition monitoring in machining: analysis and critical review,Polish National Agency For Academic Exchange (NAWA)(Polish National Agency for Academic Exchange (NAWA)); Polish National Science Centre (NCN); Spanish Ministry of Science and Innovation(Spanish Government); Junta de Castilla y Leon(Junta de Castilla y Leon); European Union FEDER funds(European Commission),14,,http://dx.doi.org/10.1007/s10845-022-01923-2
"Bustillo, A",Artificial intelligence systems for tool condition monitoring in machining: analysis and critical review,Polish National Agency For Academic Exchange (NAWA)(Polish National Agency for Academic Exchange (NAWA)); Polish National Science Centre (NCN); Spanish Ministry of Science and Innovation(Spanish Government); Junta de Castilla y Leon(Junta de Castilla y Leon); European Union FEDER funds(European Commission),14,,http://dx.doi.org/10.1007/s10845-022-01923-2
"Wojciechowski, S",Artificial intelligence systems for tool condition monitoring in machining: analysis and critical review,Polish National Agency For Academic Exchange (NAWA)(Polish National Agency for Academic Exchange (NAWA)); Polish National Science Centre (NCN); Spanish Ministry of Science and Innovation(Spanish Government); Junta de Castilla y Leon(Junta de Castilla y Leon); European Union FEDER funds(European Commission),14,,http://dx.doi.org/10.1007/s10845-022-01923-2
"Sharma, VS",Artificial intelligence systems for tool condition monitoring in machining: analysis and critical review,Polish National Agency For Academic Exchange (NAWA)(Polish National Agency for Academic Exchange (NAWA)); Polish National Science Centre (NCN); Spanish Ministry of Science and Innovation(Spanish Government); Junta de Castilla y Leon(Junta de Castilla y Leon); European Union FEDER funds(European Commission),14,,http://dx.doi.org/10.1007/s10845-022-01923-2
"Gupta, MK",Artificial intelligence systems for tool condition monitoring in machining: analysis and critical review,Polish National Agency For Academic Exchange (NAWA)(Polish National Agency for Academic Exchange (NAWA)); Polish National Science Centre (NCN); Spanish Ministry of Science and Innovation(Spanish Government); Junta de Castilla y Leon(Junta de Castilla y Leon); European Union FEDER funds(European Commission),14,,http://dx.doi.org/10.1007/s10845-022-01923-2
"Kuntoglu, M",Artificial intelligence systems for tool condition monitoring in machining: analysis and critical review,Polish National Agency For Academic Exchange (NAWA)(Polish National Agency for Academic Exchange (NAWA)); Polish National Science Centre (NCN); Spanish Ministry of Science and Innovation(Spanish Government); Junta de Castilla y Leon(Junta de Castilla y Leon); European Union FEDER funds(European Commission),14,,http://dx.doi.org/10.1007/s10845-022-01923-2
"Roux, T",Users' Experience of Digital Wayfinding Screens: A Uses and Gratification Perspective from South Africa,National Research Foundation of South Africa(National Research Foundation - South Africa),1,2020,http://dx.doi.org/10.1155/2020/7636150
"Letting, LK",Optimisation and rule firing analysis in fuzzy logic based maximum power point tracking,,3,2014,http://dx.doi.org/10.3233/IFS-131091
"Munda, JL",Optimisation and rule firing analysis in fuzzy logic based maximum power point tracking,,3,2014,http://dx.doi.org/10.3233/IFS-131091
"Hamam, Y",Optimisation and rule firing analysis in fuzzy logic based maximum power point tracking,,3,2014,http://dx.doi.org/10.3233/IFS-131091
"Twala, B",Impact of noise on credit risk prediction: Does data quality really matter?,Department of Electrical and Electronic Engineering Science at the University of Johannesburg in South Africa,8,2013,http://dx.doi.org/10.3233/IDA-130623
"Noel, G",Bilateral mesh filtering,,8,2012,http://dx.doi.org/10.1016/j.patrec.2012.02.008
"Djouani, K",Bilateral mesh filtering,,8,2012,http://dx.doi.org/10.1016/j.patrec.2012.02.008
"Van Wyk, B",Bilateral mesh filtering,,8,2012,http://dx.doi.org/10.1016/j.patrec.2012.02.008
"Hamam, Y",Bilateral mesh filtering,,8,2012,http://dx.doi.org/10.1016/j.patrec.2012.02.008
"Meyer, T",Basic infobase change,,5,1999,
"Jenkins, T",Born free: a tale of two rivers,,0,2022,http://dx.doi.org/10.1007/s00146-021-01360-4
"Ennals, R",Born free: a tale of two rivers,,0,2022,http://dx.doi.org/10.1007/s00146-021-01360-4
"Bam-Hutchison, J",Born free: a tale of two rivers,,0,2022,http://dx.doi.org/10.1007/s00146-021-01360-4
"Marwala, T",Bayesian training of neural networks using genetic programming,,29,2007,http://dx.doi.org/10.1016/j.patrec.2007.03.004
"Ewert, S",A hierarchy result for random forbidding context picture grammars,,3,1999,http://dx.doi.org/10.1142/S0218001499000550
"Purnell, DW",Automatic face recognition in a heterogeneous population,,3,1998,http://dx.doi.org/10.1016/S0167-8655(98)00079-8
"Nieuwoudt, C",Automatic face recognition in a heterogeneous population,,3,1998,http://dx.doi.org/10.1016/S0167-8655(98)00079-8
"Botha, EC",Automatic face recognition in a heterogeneous population,,3,1998,http://dx.doi.org/10.1016/S0167-8655(98)00079-8
"Chouikhi, N",Novel single and multi-layer echo-state recurrent autoencoders for representation learning,Ministry of Higher Education and Scientific Research of Tunisia; UK Engineering and Physical Sciences Research Council (EPSRC)(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC)),0,2022,http://dx.doi.org/10.1016/j.engappai.2022.105051
"Ammar, B",Novel single and multi-layer echo-state recurrent autoencoders for representation learning,Ministry of Higher Education and Scientific Research of Tunisia; UK Engineering and Physical Sciences Research Council (EPSRC)(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC)),0,2022,http://dx.doi.org/10.1016/j.engappai.2022.105051
"Hussain, A",Novel single and multi-layer echo-state recurrent autoencoders for representation learning,Ministry of Higher Education and Scientific Research of Tunisia; UK Engineering and Physical Sciences Research Council (EPSRC)(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC)),0,2022,http://dx.doi.org/10.1016/j.engappai.2022.105051
"Alimi, AM",Novel single and multi-layer echo-state recurrent autoencoders for representation learning,Ministry of Higher Education and Scientific Research of Tunisia; UK Engineering and Physical Sciences Research Council (EPSRC)(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC)),0,2022,http://dx.doi.org/10.1016/j.engappai.2022.105051
"Rahman, MA",A hybrid method for power system state estimation using Cellular Computational Network,US Department of Energy (DOE)(United States Department of Energy (DOE)); US National Science Foundation (NSF)(National Science Foundation (NSF)); Duke Energy Distinguished Professor Endowment Fund,4,2017,http://dx.doi.org/10.1016/j.engappai.2017.05.018
"Venayagamoorthy, GK",A hybrid method for power system state estimation using Cellular Computational Network,US Department of Energy (DOE)(United States Department of Energy (DOE)); US National Science Foundation (NSF)(National Science Foundation (NSF)); Duke Energy Distinguished Professor Endowment Fund,4,2017,http://dx.doi.org/10.1016/j.engappai.2017.05.018
"Abduliahi, H",A cuckoo search optimization-based forward consecutive mean excision model for threshold adaptation in cognitive radio,,0,2020,http://dx.doi.org/10.1007/s00500-019-04481-7
"Onumanyi, AJ",A cuckoo search optimization-based forward consecutive mean excision model for threshold adaptation in cognitive radio,,0,2020,http://dx.doi.org/10.1007/s00500-019-04481-7
"Zubair, S",A cuckoo search optimization-based forward consecutive mean excision model for threshold adaptation in cognitive radio,,0,2020,http://dx.doi.org/10.1007/s00500-019-04481-7
"Abu-Mahfouz, AM",A cuckoo search optimization-based forward consecutive mean excision model for threshold adaptation in cognitive radio,,0,2020,http://dx.doi.org/10.1007/s00500-019-04481-7
"Hancke, GP",A cuckoo search optimization-based forward consecutive mean excision model for threshold adaptation in cognitive radio,,0,2020,http://dx.doi.org/10.1007/s00500-019-04481-7
"Krichene, E",Taylor-based optimized recursive extended exponential smoothed neural networks forecasting method,"Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,,http://dx.doi.org/10.1007/s10489-022-03890-w
"Ouarda, W",Taylor-based optimized recursive extended exponential smoothed neural networks forecasting method,"Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,,http://dx.doi.org/10.1007/s10489-022-03890-w
"Chabchoub, H",Taylor-based optimized recursive extended exponential smoothed neural networks forecasting method,"Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,,http://dx.doi.org/10.1007/s10489-022-03890-w
"Abraham, A",Taylor-based optimized recursive extended exponential smoothed neural networks forecasting method,"Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,,http://dx.doi.org/10.1007/s10489-022-03890-w
"Qahtani, AM",Taylor-based optimized recursive extended exponential smoothed neural networks forecasting method,"Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,,http://dx.doi.org/10.1007/s10489-022-03890-w
"Almutiry, O",Taylor-based optimized recursive extended exponential smoothed neural networks forecasting method,"Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,,http://dx.doi.org/10.1007/s10489-022-03890-w
"Dhahri, H",Taylor-based optimized recursive extended exponential smoothed neural networks forecasting method,"Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,,http://dx.doi.org/10.1007/s10489-022-03890-w
"Alimi, AM",Taylor-based optimized recursive extended exponential smoothed neural networks forecasting method,"Taif University, Taif, Saudi Arabia; Ministry of Higher Education and Scientific Research of Tunisia",0,,http://dx.doi.org/10.1007/s10489-022-03890-w
"Durbach, IN",Fast and frugal heuristics for portfolio decisions with positive project interactions,National Research Foundation of South Africa(National Research Foundation - South Africa),2,2020,http://dx.doi.org/10.1016/j.dss.2020.113399
"Algorta, S",Fast and frugal heuristics for portfolio decisions with positive project interactions,National Research Foundation of South Africa(National Research Foundation - South Africa),2,2020,http://dx.doi.org/10.1016/j.dss.2020.113399
"Kantu, DK",Fast and frugal heuristics for portfolio decisions with positive project interactions,National Research Foundation of South Africa(National Research Foundation - South Africa),2,2020,http://dx.doi.org/10.1016/j.dss.2020.113399
"Katsikopoulos, KV",Fast and frugal heuristics for portfolio decisions with positive project interactions,National Research Foundation of South Africa(National Research Foundation - South Africa),2,2020,http://dx.doi.org/10.1016/j.dss.2020.113399
"Simsek, O",Fast and frugal heuristics for portfolio decisions with positive project interactions,National Research Foundation of South Africa(National Research Foundation - South Africa),2,2020,http://dx.doi.org/10.1016/j.dss.2020.113399
"Shukla, AK",Engineering applications of artificial intelligence: A bibliometric analysis of 30 years (1988-2018),"Department of Science and Technology, Government of India(Department of Science & Technology (India)); South Asian University, New Delhi, India",46,2019,http://dx.doi.org/10.1016/j.engappai.2019.06.010
"Janmaijaya, M",Engineering applications of artificial intelligence: A bibliometric analysis of 30 years (1988-2018),"Department of Science and Technology, Government of India(Department of Science & Technology (India)); South Asian University, New Delhi, India",46,2019,http://dx.doi.org/10.1016/j.engappai.2019.06.010
"Abraham, A",Engineering applications of artificial intelligence: A bibliometric analysis of 30 years (1988-2018),"Department of Science and Technology, Government of India(Department of Science & Technology (India)); South Asian University, New Delhi, India",46,2019,http://dx.doi.org/10.1016/j.engappai.2019.06.010
"Muhuri, PK",Engineering applications of artificial intelligence: A bibliometric analysis of 30 years (1988-2018),"Department of Science and Technology, Government of India(Department of Science & Technology (India)); South Asian University, New Delhi, India",46,2019,http://dx.doi.org/10.1016/j.engappai.2019.06.010
"Deeba, F",A novel image dehazing framework for robust vision-based intelligent systems,"Key Research Program of Frontier Sciences, CAS; Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beijing Nova Program of Science and Technology; Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Youth Innovation Promotion Association CAS",3,,http://dx.doi.org/10.1002/int.22627
"Dharejo, FA",A novel image dehazing framework for robust vision-based intelligent systems,"Key Research Program of Frontier Sciences, CAS; Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beijing Nova Program of Science and Technology; Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Youth Innovation Promotion Association CAS",3,,http://dx.doi.org/10.1002/int.22627
"Zawish, M",A novel image dehazing framework for robust vision-based intelligent systems,"Key Research Program of Frontier Sciences, CAS; Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beijing Nova Program of Science and Technology; Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Youth Innovation Promotion Association CAS",3,,http://dx.doi.org/10.1002/int.22627
"Memon, FH",A novel image dehazing framework for robust vision-based intelligent systems,"Key Research Program of Frontier Sciences, CAS; Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beijing Nova Program of Science and Technology; Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Youth Innovation Promotion Association CAS",3,,http://dx.doi.org/10.1002/int.22627
"Dev, K",A novel image dehazing framework for robust vision-based intelligent systems,"Key Research Program of Frontier Sciences, CAS; Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beijing Nova Program of Science and Technology; Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Youth Innovation Promotion Association CAS",3,,http://dx.doi.org/10.1002/int.22627
"Naqvi, RA",A novel image dehazing framework for robust vision-based intelligent systems,"Key Research Program of Frontier Sciences, CAS; Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beijing Nova Program of Science and Technology; Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Youth Innovation Promotion Association CAS",3,,http://dx.doi.org/10.1002/int.22627
"Zhou, YC",A novel image dehazing framework for robust vision-based intelligent systems,"Key Research Program of Frontier Sciences, CAS; Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beijing Nova Program of Science and Technology; Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Youth Innovation Promotion Association CAS",3,,http://dx.doi.org/10.1002/int.22627
"Du, Y",A novel image dehazing framework for robust vision-based intelligent systems,"Key Research Program of Frontier Sciences, CAS; Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beijing Nova Program of Science and Technology; Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Youth Innovation Promotion Association CAS",3,,http://dx.doi.org/10.1002/int.22627
"Agbehadji, IE",Clustering algorithm based on nature-inspired approach for energy optimization in heterogeneous wireless sensor network,"National Research Foundation of South Africa(National Research Foundation - South Africa); National Research Foundation of Korea (NRF) - Korea government (MSIP)(National Research Foundation of KoreaMinistry of Science, ICT & Future Planning, Republic of Korea)",4,2021,http://dx.doi.org/10.1016/j.asoc.2021.107171
"Millham, RC",Clustering algorithm based on nature-inspired approach for energy optimization in heterogeneous wireless sensor network,"National Research Foundation of South Africa(National Research Foundation - South Africa); National Research Foundation of Korea (NRF) - Korea government (MSIP)(National Research Foundation of KoreaMinistry of Science, ICT & Future Planning, Republic of Korea)",4,2021,http://dx.doi.org/10.1016/j.asoc.2021.107171
"Abayomi, A",Clustering algorithm based on nature-inspired approach for energy optimization in heterogeneous wireless sensor network,"National Research Foundation of South Africa(National Research Foundation - South Africa); National Research Foundation of Korea (NRF) - Korea government (MSIP)(National Research Foundation of KoreaMinistry of Science, ICT & Future Planning, Republic of Korea)",4,2021,http://dx.doi.org/10.1016/j.asoc.2021.107171
"Jung, JJ",Clustering algorithm based on nature-inspired approach for energy optimization in heterogeneous wireless sensor network,"National Research Foundation of South Africa(National Research Foundation - South Africa); National Research Foundation of Korea (NRF) - Korea government (MSIP)(National Research Foundation of KoreaMinistry of Science, ICT & Future Planning, Republic of Korea)",4,2021,http://dx.doi.org/10.1016/j.asoc.2021.107171
"Fong, SJ",Clustering algorithm based on nature-inspired approach for energy optimization in heterogeneous wireless sensor network,"National Research Foundation of South Africa(National Research Foundation - South Africa); National Research Foundation of Korea (NRF) - Korea government (MSIP)(National Research Foundation of KoreaMinistry of Science, ICT & Future Planning, Republic of Korea)",4,2021,http://dx.doi.org/10.1016/j.asoc.2021.107171
"Frimpong, SO",Clustering algorithm based on nature-inspired approach for energy optimization in heterogeneous wireless sensor network,"National Research Foundation of South Africa(National Research Foundation - South Africa); National Research Foundation of Korea (NRF) - Korea government (MSIP)(National Research Foundation of KoreaMinistry of Science, ICT & Future Planning, Republic of Korea)",4,2021,http://dx.doi.org/10.1016/j.asoc.2021.107171
"Zhao, L",Finite-Time Tracking Control for Nonlinear Systems via Adaptive Neural Output Feedback and Command Filtered Backstepping,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Shandong Province Outstanding Youth Fund; Science and Technology Support Plan for Youth Innovation of Universities in Shandong Province; Taishan Scholar Special Project Fund; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust,34,2021,http://dx.doi.org/10.1109/TNNLS.2020.2984773
"Yu, JP",Finite-Time Tracking Control for Nonlinear Systems via Adaptive Neural Output Feedback and Command Filtered Backstepping,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Shandong Province Outstanding Youth Fund; Science and Technology Support Plan for Youth Innovation of Universities in Shandong Province; Taishan Scholar Special Project Fund; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust,34,2021,http://dx.doi.org/10.1109/TNNLS.2020.2984773
"Wang, QG",Finite-Time Tracking Control for Nonlinear Systems via Adaptive Neural Output Feedback and Command Filtered Backstepping,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Shandong Province Outstanding Youth Fund; Science and Technology Support Plan for Youth Innovation of Universities in Shandong Province; Taishan Scholar Special Project Fund; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust,34,2021,http://dx.doi.org/10.1109/TNNLS.2020.2984773
"Fu, C",Neural Network-Based Finite-Time Command Filtering Control for Switched Nonlinear Systems With Backlash-Like Hysteresis,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Taishan Scholar Special Project Fund; National Key Research and the Development Plan; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust,53,2021,http://dx.doi.org/10.1109/TNNLS.2020.3009871
"Wang, QG",Neural Network-Based Finite-Time Command Filtering Control for Switched Nonlinear Systems With Backlash-Like Hysteresis,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Taishan Scholar Special Project Fund; National Key Research and the Development Plan; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust,53,2021,http://dx.doi.org/10.1109/TNNLS.2020.3009871
"Yu, JP",Neural Network-Based Finite-Time Command Filtering Control for Switched Nonlinear Systems With Backlash-Like Hysteresis,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Taishan Scholar Special Project Fund; National Key Research and the Development Plan; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust,53,2021,http://dx.doi.org/10.1109/TNNLS.2020.3009871
"Lin, C",Neural Network-Based Finite-Time Command Filtering Control for Switched Nonlinear Systems With Backlash-Like Hysteresis,National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Taishan Scholar Special Project Fund; National Key Research and the Development Plan; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust,53,2021,http://dx.doi.org/10.1109/TNNLS.2020.3009871
"Saeed, ST",Exact Analysis of Second Grade Fluid with Generalized Boundary Conditions,,9,2021,http://dx.doi.org/10.32604/iasc.2021.015982
"Riaz, MB",Exact Analysis of Second Grade Fluid with Generalized Boundary Conditions,,9,2021,http://dx.doi.org/10.32604/iasc.2021.015982
"Baleanu, D",Exact Analysis of Second Grade Fluid with Generalized Boundary Conditions,,9,2021,http://dx.doi.org/10.32604/iasc.2021.015982
"Akg, A",Exact Analysis of Second Grade Fluid with Generalized Boundary Conditions,,9,2021,http://dx.doi.org/10.32604/iasc.2021.015982
"Husnine, SM",Exact Analysis of Second Grade Fluid with Generalized Boundary Conditions,,9,2021,http://dx.doi.org/10.32604/iasc.2021.015982
"Zhang, HF",A Three-Stage Optimal Operation Strategy of Interconnected Microgrids With Rule-Based Deep Deterministic Policy Gradient Algorithm,National Natural Science Fund(National Natural Science Foundation of China (NSFC)); Basic Research Project of Leading Technology of Jiangsu Province; National Natural Science Fund of Jiangsu Province; National Natural Science Key Fund(National Natural Science Foundation of China (NSFC)),0,,http://dx.doi.org/10.1109/TNNLS.2022.3185211
"Yue, D",A Three-Stage Optimal Operation Strategy of Interconnected Microgrids With Rule-Based Deep Deterministic Policy Gradient Algorithm,National Natural Science Fund(National Natural Science Foundation of China (NSFC)); Basic Research Project of Leading Technology of Jiangsu Province; National Natural Science Fund of Jiangsu Province; National Natural Science Key Fund(National Natural Science Foundation of China (NSFC)),0,,http://dx.doi.org/10.1109/TNNLS.2022.3185211
"Dou, CX",A Three-Stage Optimal Operation Strategy of Interconnected Microgrids With Rule-Based Deep Deterministic Policy Gradient Algorithm,National Natural Science Fund(National Natural Science Foundation of China (NSFC)); Basic Research Project of Leading Technology of Jiangsu Province; National Natural Science Fund of Jiangsu Province; National Natural Science Key Fund(National Natural Science Foundation of China (NSFC)),0,,http://dx.doi.org/10.1109/TNNLS.2022.3185211
"Hancke, GP",A Three-Stage Optimal Operation Strategy of Interconnected Microgrids With Rule-Based Deep Deterministic Policy Gradient Algorithm,National Natural Science Fund(National Natural Science Foundation of China (NSFC)); Basic Research Project of Leading Technology of Jiangsu Province; National Natural Science Fund of Jiangsu Province; National Natural Science Key Fund(National Natural Science Foundation of China (NSFC)),0,,http://dx.doi.org/10.1109/TNNLS.2022.3185211
"Dorigo, M",ANTS 2012 special issue,,1,2013,http://dx.doi.org/10.1007/s11721-013-0086-7
"Birattari, M",ANTS 2012 special issue,,1,2013,http://dx.doi.org/10.1007/s11721-013-0086-7
"Blum, C",ANTS 2012 special issue,,1,2013,http://dx.doi.org/10.1007/s11721-013-0086-7
"Christensen, AL",ANTS 2012 special issue,,1,2013,http://dx.doi.org/10.1007/s11721-013-0086-7
"Engelbrecht, A",ANTS 2012 special issue,,1,2013,http://dx.doi.org/10.1007/s11721-013-0086-7
"Gross, R",ANTS 2012 special issue,,1,2013,http://dx.doi.org/10.1007/s11721-013-0086-7
"Stutzle, T",ANTS 2012 special issue,,1,2013,http://dx.doi.org/10.1007/s11721-013-0086-7
"Zhang, SY",Polynomial Lyapunov Functions for Synchronization of Nonlinearly Coupled Complex Networks,Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Beijing Natural Science Foundation(Beijing Natural Science Foundation); Beihang University Innovation and Practice Fund for Graduate; Tier 1 Singapore Ministry of Education; National Research Foundation of South Africa(National Research Foundation - South Africa); Oppenheimer Memorial Trust Grant,0,2022,http://dx.doi.org/10.1109/TCYB.2020.2998089
